year,month,campaign,cpc,impressions_per_day,ctr,cvr,roi,daily_sales,cpa,rpa,monthly_profit
1969,2,D,0.12,1749813.07,0.0398,0.0212,0.52,2194.38,2.09,8.19,58486.84
1969,3,A,0.08,16844200.39,0.0389,0.0135,1.03,499.43,4.59,9.42,66794.27
1969,3,B,0.13,1357425.04,0.042,0.0279,1.53,488.51,2.1,3.78,159647.87
1969,3,C,0.18,4046211.83,0.0402,0.0116,0.83,2402.09,3.99,9.56,253971.21
1969,3,D,0.13,1273725.32,0.0498,0.0193,0.53,2765.12,1.72,5.34,59586.03
1969,4,A,0.09,17244014.21,0.0489,0.0164,1.04,428.19,5.63,9.15,55003.16
1969,4,B,0.14,897068.79,0.052,0.0167,1.54,596.11,2.53,2.79,86568.36
1969,4,C,0.19,4987502.45,0.0582,0.0132,0.84,1433.62,3.13,12.01,374170.7
1969,4,D,0.14,969894.95,0.0598,0.0234,0.54,3650.57,1.13,6.77,39454.29
1969,5,A,0.1,25347279.68,0.0701,0.0225,1.05,298.23,4.79,6.25,71990.18
1969,5,B,0.15,1105920.61,0.0772,0.0187,1.55,573.25,3.25,2.97,94242.48
1969,5,C,0.2,6487151.73,0.0682,0.0194,0.85,1005.91,1.77,7.65,212665.71
1969,5,D,0.15,1294423.14,0.0698,0.03,0.55,3092.28,0.69,7.67,19910.43
1969,6,A,0.11,34162281.83,0.0801,0.0192,1.06,445.59,2.64,7.49,42610.51
1969,6,B,0.16,1164994.37,0.0872,0.0163,1.57,563.82,3.58,3.71,124511.87
1969,6,C,0.22,8889871.64,0.084,0.0129,0.86,1299.73,1.74,4.72,207570.62
1969,6,D,0.16,662529.54,0.1,0.0218,0.56,2697.75,0.65,5.47,18634.09
1969,7,A,0.13,36450129.34,0.0901,0.023,1.07,492.18,2.18,8.68,51027.46
1969,7,B,0.17,1545619.32,0.0972,0.0202,1.588,396.49,2.08,3.49,106748.33
1969,7,C,0.23,7829423.71,0.094,0.0115,0.883,857.27,2.17,4.57,245277.57
1969,7,D,0.19,637746.44,0.1252,0.0126,0.57,3594.2,0.81,5.51,19186.71
1969,8,A,0.15,47058834.97,0.1001,0.0204,1.08,675.72,1.26,6.51,71370.56
1969,8,B,0.18,1709938.26,0.1084,0.0264,1.598,584.7,2.12,3.98,141174.17
1969,8,C,0.24,9827971.45,0.1124,0.006,0.893,1162.09,1.49,5.28,314521.42
1969,8,D,0.22,485470.22,0.1509,0.0132,0.58,3252.42,0.66,6.73,18866.2
1969,9,A,0.19,35182585.91,0.1101,0.0144,1.09,561.77,1.38,4.11,43583.49
1969,9,B,0.22,1415963.63,0.1597,0.0146,1.608,686.52,2.44,2.66,122840.38
1969,9,C,0.25,13252541.84,0.1224,0.0076,0.903,1130.95,1.49,3.15,195238.05
1969,9,D,0.23,290058.42,0.1628,0.0086,0.59,2592.93,0.36,6.87,16508.25
1969,10,A,0.2,32313075.56,0.1201,0.0092,1.103,316.57,1.02,4.2,40907.15
1969,10,B,0.26,2123216.11,0.1789,0.0139,1.618,665.52,2.25,1.5,114422.38
1969,10,C,0.26,7328358.54,0.1631,0.0079,0.917,1128.78,1.28,2.77,187398.04
1969,10,D,0.26,270281.18,0.1916,0.0054,0.6,1307.7,0.34,8.36,16077.01
1969,11,A,0.21,27217427.81,0.1301,0.0136,1.113,412.64,0.57,3.0,43228.47
1969,11,B,0.33,2965806.7,0.1889,0.0192,1.628,562.56,1.36,1.5,81360.05
1969,11,C,0.27,7213551.83,0.1754,0.0067,0.927,1330.67,1.26,2.72,165096.07
1969,11,D,0.27,247126.84,0.2016,0.007,0.61,1169.51,0.23,7.09,22005.35
1969,12,A,0.22,13663455.35,0.1735,0.0199,1.145,254.69,0.41,3.3,27566.99
1969,12,B,0.34,2396205.3,0.1989,0.0137,1.638,419.17,1.59,1.2,110051.16
1969,12,C,0.29,4181307.0,0.1854,0.0034,0.937,1279.07,0.84,2.61,167512.48
1969,12,D,0.28,245424.18,0.2116,0.0057,0.655,1489.37,0.21,7.8,23154.16
1970,1,A,0.06,11241027.01,0.0189,0.0048,1.01,1179.35,5.18,7.41,191781.42
1970,1,B,0.11,4082506.32,0.022,0.0251,1.51,810.82,3.84,11.07,169528.67
1970,1,C,0.16,5526213.93,0.0202,0.0152,0.81,813.98,9.0,14.17,190555.37
1970,1,D,0.11,2170558.95,0.0298,0.0094,0.51,786.81,6.05,11.64,166442.53
1970,2,A,0.07,15169354.94,0.0289,0.0034,1.02,1329.8,3.11,6.08,180027.93
1970,2,B,0.12,2046864.17,0.032,0.0354,1.52,684.71,4.02,8.51,128965.73
1970,2,C,0.17,6130290.97,0.0302,0.0104,0.82,1145.81,5.61,15.52,186765.79
1970,2,D,0.12,1357826.15,0.0398,0.0124,0.52,919.79,5.03,7.83,226442.57
1970,3,A,0.08,9910436.18,0.0389,0.005,1.03,1332.28,1.63,5.95,210089.2
1970,3,B,0.13,2434106.28,0.042,0.0381,1.53,807.56,2.82,5.55,191077.04
1970,3,C,0.18,6314547.26,0.0402,0.0116,0.83,903.4,6.28,19.74,187782.88
1970,3,D,0.13,1183890.5,0.0596,0.0116,0.53,466.88,6.13,5.11,154346.65
1970,4,A,0.09,10676446.82,0.0489,0.0063,1.04,1324.25,1.84,4.23,157938.71
1970,4,B,0.14,3613684.27,0.052,0.0195,1.54,427.96,3.5,6.94,180417.9
1970,4,C,0.19,4015033.2,0.0502,0.0134,0.84,635.58,5.13,10.91,170336.28
1970,4,D,0.14,1323658.47,0.0696,0.0132,0.54,393.1,7.52,5.99,111984.89
1970,5,A,0.1,11643457.64,0.0589,0.0064,1.05,1489.62,1.32,3.56,224432.17
1970,5,B,0.15,5045179.49,0.0717,0.0179,1.55,573.54,3.81,4.17,244934.55
1970,5,C,0.2,2755985.99,0.0602,0.0144,0.85,750.54,2.72,14.04,122363.46
1970,5,D,0.15,1121988.74,0.0796,0.0119,0.55,423.6,5.04,4.45,74329.52
1970,6,A,0.11,8667723.61,0.0689,0.006,1.06,2225.47,1.04,2.84,277350.66
1970,6,B,0.16,5943746.73,0.0817,0.0198,1.56,552.16,4.14,3.51,283306.76
1970,6,C,0.21,3876569.92,0.0702,0.0212,0.86,705.78,3.18,7.06,65694.83
1970,6,D,0.16,1311798.05,0.0896,0.0094,0.56,293.4,3.17,3.61,81122.5
1970,7,A,0.12,12081219.52,0.0789,0.0079,1.07,1894.28,1.22,3.15,207351.0
1970,7,B,0.17,4493719.73,0.1121,0.021,1.576,407.41,2.5,3.23,245300.05
1970,7,C,0.22,5663649.7,0.0869,0.0292,0.87,804.7,1.9,5.49,87022.81
1970,7,D,0.18,1733746.67,0.1015,0.0099,0.57,402.29,2.8,3.97,118271.19
1970,8,A,0.13,16509413.6,0.1115,0.005,1.08,1411.41,1.57,2.1,218053.89
1970,8,B,0.18,4920097.41,0.1221,0.0181,1.586,547.32,2.91,3.49,154130.86
1970,8,C,0.23,3082382.76,0.0969,0.0198,0.891,707.15,1.82,3.55,109657.71
1970,8,D,0.22,2258675.98,0.1115,0.0083,0.58,433.37,2.09,4.46,118583.54
1970,9,A,0.14,14875907.82,0.1561,0.0036,1.09,839.61,1.11,1.18,209279.96
1970,9,B,0.21,7346542.0,0.1321,0.0173,1.596,546.96,2.2,2.49,114404.92
1970,9,C,0.28,2205315.03,0.1069,0.0146,0.903,729.02,2.04,1.92,109739.04
1970,9,D,0.26,2213996.75,0.1252,0.0112,0.59,341.51,1.73,3.71,121686.3
1970,10,A,0.15,20525880.83,0.1913,0.0036,1.1,717.47,0.69,0.93,130642.25
1970,10,B,0.25,4349995.38,0.1421,0.0112,1.606,545.95,1.22,2.13,111798.6
1970,10,C,0.29,1491497.35,0.1169,0.0112,0.917,559.44,1.78,2.15,102842.84
1970,10,D,0.27,2108986.91,0.1813,0.0133,0.6,264.31,1.79,3.28,175740.92
1970,11,A,0.18,21158160.72,0.2013,0.0052,1.11,791.38,0.49,1.2,170150.64
1970,11,B,0.26,3773624.94,0.2025,0.0073,1.648,698.73,1.36,1.92,159814.52
1970,11,C,0.32,771108.47,0.1269,0.0065,0.927,417.61,1.91,1.53,63911.9
1970,11,D,0.28,2469874.88,0.1913,0.0114,0.61,273.42,1.97,2.17,99528.57
1970,12,A,0.19,13663192.45,0.2113,0.005,1.148,769.45,0.3,1.33,204596.85
1970,12,B,0.32,5069100.43,0.2125,0.0096,1.673,654.51,1.49,2.06,82106.42
1970,12,C,0.33,513299.12,0.1369,0.0074,0.937,228.58,1.27,0.86,40276.73
1970,12,D,0.3,3309702.19,0.2221,0.0108,0.62,380.11,1.09,2.35,72618.11
1971,1,A,0.06,12603666.93,0.0189,0.0084,1.01,1389.56,2.88,14.36,179117.57
1971,1,B,0.11,3304732.02,0.022,0.0252,1.51,1041.27,3.57,11.0,104335.86
1971,1,C,0.16,7914952.36,0.0202,0.0167,0.81,1244.98,6.51,8.95,327153.87
1971,1,D,0.11,5492196.56,0.0298,0.013,0.51,997.87,4.43,12.56,149392.13
1971,2,A,0.07,11489887.42,0.0289,0.0091,1.02,817.3,1.52,17.8,124086.83
1971,2,B,0.12,3145345.87,0.0329,0.0306,1.52,1076.32,2.91,11.66,107708.97
1971,2,C,0.17,7744373.18,0.0302,0.0246,0.82,1568.16,3.98,9.56,374997.58
1971,2,D,0.12,5236479.46,0.0398,0.0129,0.52,1404.61,3.15,12.47,105445.26
1971,3,A,0.08,9602843.6,0.0406,0.0067,1.03,716.27,0.99,18.77,147615.72
1971,3,B,0.13,3759025.33,0.0429,0.0372,1.53,1093.14,2.74,9.04,128085.06
1971,3,C,0.18,10159012.43,0.0402,0.0161,0.83,1847.63,4.87,7.48,519600.94
1971,3,D,0.13,4390383.17,0.0498,0.0129,0.53,1490.58,1.83,10.44,94462.72
1971,4,A,0.09,8813449.13,0.0506,0.0098,1.04,521.6,0.68,14.9,109034.3
1971,4,B,0.14,2807806.61,0.0635,0.0271,1.54,1321.92,3.09,11.23,79178.44
1971,4,C,0.19,6542472.42,0.0533,0.0095,0.84,1663.87,3.44,8.28,328660.93
1971,4,D,0.15,3226145.13,0.0733,0.0139,0.54,1097.93,1.2,13.54,61855.43
1971,5,A,0.1,6048609.05,0.0606,0.014,1.05,292.8,0.43,18.16,160452.23
1971,5,B,0.15,2780530.15,0.0735,0.0257,1.55,1134.13,1.72,8.95,75399.97
1971,5,C,0.2,8432340.22,0.073,0.0096,0.85,1272.87,4.38,9.73,350224.35
1971,5,D,0.16,3560050.07,0.0833,0.0187,0.55,597.53,0.78,13.62,69834.89
1971,6,A,0.11,3864390.2,0.0706,0.0151,1.065,337.71,0.32,14.64,239336.26
1971,6,B,0.16,3524236.52,0.0835,0.0205,1.56,1011.81,1.23,9.37,86523.9
1971,6,C,0.23,9730957.47,0.083,0.0051,0.86,1097.28,3.97,6.47,486931.27
1971,6,D,0.2,2362206.28,0.1204,0.0257,0.56,510.61,0.61,17.57,80565.09
1971,7,A,0.15,5490847.02,0.1047,0.0198,1.075,458.69,0.39,14.9,250090.28
1971,7,B,0.17,2924816.34,0.119,0.0207,1.57,1151.97,0.82,10.83,108826.14
1971,7,C,0.24,14103143.29,0.093,0.0033,0.87,1487.63,4.17,4.59,304185.29
1971,7,D,0.21,1472401.5,0.1304,0.0186,0.589,385.89,0.57,16.64,45959.48
1971,8,A,0.16,5387438.75,0.1147,0.0257,1.092,581.74,0.33,12.58,165503.4
1971,8,B,0.19,3403359.04,0.129,0.0104,1.58,1565.39,0.47,11.92,112491.78
1971,8,C,0.26,16374452.43,0.103,0.0024,0.88,2062.57,5.27,4.04,255035.1
1971,8,D,0.24,1206681.21,0.1511,0.0208,0.599,377.45,0.59,17.08,36917.53
1971,9,A,0.17,5129367.11,0.1301,0.0268,1.102,661.27,0.33,11.79,184876.65
1971,9,B,0.2,3554233.09,0.139,0.0081,1.59,1374.71,0.6,6.22,104467.87
1971,9,C,0.28,9128113.48,0.113,0.0021,0.89,2091.71,6.34,4.51,179903.16
1971,9,D,0.27,1134546.37,0.1731,0.0197,0.626,242.85,0.36,9.03,42742.09
1971,10,A,0.18,6302775.89,0.1401,0.0288,1.112,519.25,0.35,10.62,101067.31
1971,10,B,0.25,3288148.56,0.149,0.0084,1.6,1988.26,0.57,6.72,136016.18
1971,10,C,0.29,5865498.16,0.151,0.0018,0.9,1311.41,5.26,3.41,207753.93
1971,10,D,0.3,1385603.6,0.1831,0.0245,0.636,277.5,0.18,6.29,22215.43
1971,11,A,0.21,4992907.73,0.1803,0.0154,1.135,429.91,0.32,12.74,99578.02
1971,11,B,0.26,4135417.91,0.2153,0.0084,1.61,2006.39,0.72,5.61,110749.07
1971,11,C,0.3,5157853.08,0.161,0.0022,0.91,1189.53,4.4,1.85,135464.23
1971,11,D,0.32,1804533.9,0.1931,0.027,0.646,248.6,0.2,7.94,15859.75
1971,12,A,0.22,3896594.12,0.1903,0.0082,1.147,539.19,0.35,15.89,78623.12
1971,12,B,0.27,4629698.67,0.2253,0.0054,1.62,2678.74,0.57,6.51,150511.82
1971,12,C,0.31,4847714.67,0.2049,0.0022,0.924,1190.37,3.77,1.6,128448.92
1971,12,D,0.33,2265414.2,0.2536,0.0333,0.656,129.19,0.24,8.41,8771.88
1972,1,A,0.06,7908248.38,0.0189,0.0112,1.01,1015.05,4.84,12.78,137123.38
1972,1,B,0.11,3895337.12,0.022,0.0222,1.51,1087.87,4.36,12.47,118016.63
1972,1,C,0.16,10156972.28,0.0202,0.0155,0.81,1624.85,6.27,16.07,356083.5
1972,1,D,0.11,3586267.84,0.0298,0.0119,0.51,1486.94,5.84,10.19,154655.35
1972,2,A,0.07,7758191.87,0.0289,0.015,1.02,1112.51,3.93,12.4,70096.91
1972,2,B,0.12,5371561.83,0.032,0.0205,1.52,1225.81,2.6,14.71,144190.54
1972,2,C,0.17,12767058.68,0.0302,0.0179,0.82,2143.64,6.98,14.61,229127.03
1972,2,D,0.12,4653324.76,0.0398,0.0093,0.52,1271.73,3.06,9.98,144426.02
1972,3,A,0.08,8883860.33,0.0389,0.0128,1.03,1122.54,2.79,8.41,102232.4
1972,3,B,0.13,3831294.19,0.0454,0.0108,1.53,1110.14,2.41,16.03,169740.94
1972,3,C,0.18,10419291.22,0.0402,0.026,0.83,1824.32,6.21,14.19,136888.76
1972,3,D,0.13,5871095.1,0.0498,0.0103,0.53,1883.36,2.7,8.47,166241.39
1972,4,A,0.1,11541609.14,0.0489,0.0095,1.04,1112.5,3.27,5.4,62139.83
1972,4,B,0.14,3354784.63,0.0607,0.0102,1.54,1083.79,2.81,11.66,86140.04
1972,4,C,0.19,12395117.35,0.0502,0.0308,0.84,997.02,7.84,11.81,97613.15
1972,4,D,0.14,3583367.98,0.0598,0.0135,0.54,2512.13,1.91,8.92,143528.32
1972,5,A,0.11,11505192.32,0.0589,0.0128,1.053,1545.55,2.86,4.76,62805.65
1972,5,B,0.15,4370332.99,0.0707,0.0126,1.55,588.48,3.16,11.25,70853.0
1972,5,C,0.2,16568733.75,0.0602,0.0218,0.85,550.26,6.87,12.27,97183.93
1972,5,D,0.15,3032576.32,0.0698,0.0085,0.55,2068.76,1.34,5.28,168604.32
1972,6,A,0.13,12274139.7,0.0689,0.0175,1.066,1611.09,2.62,4.03,70453.18
1972,6,B,0.16,3112921.1,0.0807,0.0076,1.56,561.26,2.11,9.48,42622.29
1972,6,C,0.21,21635233.0,0.0702,0.0219,0.86,296.56,7.8,9.8,142063.69
1972,6,D,0.17,3413131.53,0.095,0.0104,0.569,1279.38,1.03,6.09,248656.54
1972,7,A,0.14,13762257.28,0.0789,0.0245,1.083,1625.24,1.66,4.74,77689.03
1972,7,B,0.17,4017542.19,0.0907,0.0096,1.57,559.87,1.15,5.88,27870.78
1972,7,C,0.24,17068922.28,0.0999,0.0117,0.87,327.58,6.46,5.71,187881.02
1972,7,D,0.19,1876878.07,0.1205,0.0118,0.579,1043.29,1.28,7.31,317998.55
1972,8,A,0.15,19593118.01,0.0889,0.0286,1.093,1149.78,1.1,4.51,72291.06
1972,8,B,0.18,3268840.28,0.1103,0.0075,1.58,681.74,0.63,3.29,16438.25
1972,8,C,0.27,21594693.14,0.1099,0.0153,0.88,333.95,6.09,3.74,150476.59
1972,8,D,0.2,2766424.96,0.1769,0.006,0.599,653.55,0.82,5.69,307788.44
1972,9,A,0.16,21250813.66,0.1277,0.0328,1.103,1490.48,0.75,5.03,56549.35
1972,9,B,0.19,3669795.75,0.1203,0.0104,1.609,759.5,0.64,1.75,14109.74
1972,9,C,0.28,29393520.14,0.1205,0.0164,0.895,491.87,6.88,3.11,160174.15
1972,9,D,0.21,3788901.69,0.1936,0.0061,0.63,454.48,0.48,4.82,256125.63
1972,10,A,0.17,19939780.65,0.1654,0.0288,1.113,1970.69,0.82,3.99,62696.9
1972,10,B,0.2,2524006.38,0.1303,0.0082,1.629,482.68,0.44,0.98,14752.89
1972,10,C,0.3,19436030.08,0.1305,0.01,0.905,604.6,7.08,1.76,205422.72
1972,10,D,0.22,3872107.35,0.2851,0.0063,0.64,621.96,0.51,5.31,132563.24
1972,11,A,0.18,12715596.9,0.1754,0.0346,1.154,1513.59,0.62,2.34,31685.84
1972,11,B,0.21,2776110.78,0.1403,0.0076,1.639,522.85,0.46,0.89,12843.48
1972,11,C,0.31,17558282.28,0.1405,0.0132,0.915,502.59,6.12,1.66,211664.53
1972,11,D,0.3,5125893.12,0.2951,0.0053,0.65,604.42,0.28,5.56,77563.76
1972,12,A,0.21,17337143.85,0.2414,0.0446,1.164,1449.48,0.48,2.57,22399.37
1972,12,B,0.22,3797263.1,0.1503,0.0103,1.649,702.02,0.46,0.81,6851.69
1972,12,C,0.32,11014430.93,0.2084,0.0174,0.926,419.69,7.78,1.87,267122.98
1972,12,D,0.31,3107538.67,0.3051,0.0029,0.66,699.08,0.22,3.34,86773.27
1973,1,A,0.06,15196049.9,0.0189,0.0049,1.01,656.34,5.9,7.33,98361.06
1973,1,B,0.11,2259680.32,0.022,0.0246,1.51,682.36,3.2,9.26,95628.08
1973,1,C,0.16,9249077.88,0.0202,0.0163,0.81,928.61,10.36,15.94,245274.25
1973,1,D,0.11,4906419.23,0.0298,0.017,0.51,720.04,9.66,12.13,135741.34
1973,2,A,0.07,10425830.12,0.0289,0.0065,1.02,736.75,3.4,6.97,111220.78
1973,2,B,0.12,1790747.63,0.032,0.0253,1.52,644.63,2.07,9.71,123058.38
1973,2,C,0.17,13477651.48,0.0302,0.0128,0.82,501.24,11.08,16.05,140079.91
1973,2,D,0.12,5939064.09,0.0398,0.0127,0.52,410.26,9.13,14.4,202053.33
1973,3,A,0.08,14428161.1,0.0389,0.0062,1.03,401.29,4.27,8.14,130420.28
1973,3,B,0.13,2006942.85,0.042,0.0255,1.53,350.77,2.02,9.51,125291.07
1973,3,C,0.18,13022602.21,0.0402,0.0165,0.83,511.41,12.56,8.88,177069.54
1973,3,D,0.13,7696047.49,0.0498,0.0117,0.53,510.41,11.56,12.43,143272.92
1973,4,A,0.1,8642528.35,0.0489,0.0035,1.04,310.62,2.69,8.7,102179.23
1973,4,B,0.14,2300274.1,0.052,0.0205,1.54,262.69,1.18,6.33,125771.62
1973,4,C,0.19,16248721.42,0.0561,0.0229,0.84,539.81,13.97,7.24,238515.96
1973,4,D,0.14,4944562.15,0.0598,0.0102,0.54,439.67,11.89,15.12,146312.02
1973,5,A,0.11,11256149.27,0.0589,0.0022,1.05,433.05,2.88,4.69,138650.85
1973,5,B,0.15,2073864.39,0.0696,0.022,1.55,309.1,1.11,6.16,84398.51
1973,5,C,0.2,17320654.69,0.0714,0.0297,0.85,372.21,15.09,6.39,269124.51
1973,5,D,0.15,7056609.9,0.0698,0.0104,0.55,270.97,9.7,12.76,219239.1
1973,6,A,0.12,13280336.01,0.0689,0.0018,1.068,455.54,2.74,5.95,122770.46
1973,6,B,0.16,2863777.09,0.0796,0.0306,1.56,252.17,1.2,5.66,57093.68
1973,6,C,0.21,18210993.95,0.0814,0.044,0.86,194.65,15.7,4.6,319768.73
1973,6,D,0.16,10142574.16,0.0798,0.0145,0.56,354.15,6.12,13.01,170744.76
1973,7,A,0.13,14274670.52,0.0789,0.0019,1.086,449.56,2.11,5.92,149099.06
1973,7,B,0.17,2864099.18,0.0896,0.0162,1.573,274.47,1.33,3.09,43482.0
1973,7,C,0.23,15098209.27,0.0914,0.0596,0.87,203.11,12.38,2.61,184264.97
1973,7,D,0.18,13255998.48,0.0947,0.0213,0.581,341.8,3.21,14.12,89932.73
1973,8,A,0.14,8918913.54,0.0889,0.0026,1.096,270.07,1.32,6.67,195546.86
1973,8,B,0.18,3075417.98,0.0996,0.0144,1.583,241.22,1.25,2.42,35563.47
1973,8,C,0.26,15505477.94,0.1014,0.0436,0.89,209.67,6.77,2.7,143124.77
1973,8,D,0.2,16445379.82,0.1047,0.0165,0.591,266.65,3.34,7.95,122216.32
1973,9,A,0.15,4653720.02,0.0989,0.0022,1.106,192.4,1.68,6.37,263252.88
1973,9,B,0.19,4269392.5,0.1231,0.0101,1.593,249.31,1.29,1.5,47551.02
1973,9,C,0.27,15955864.69,0.1114,0.0242,0.9,244.94,8.07,1.73,167973.0
1973,9,D,0.21,15344442.31,0.1147,0.0116,0.601,275.69,1.91,6.29,173303.36
1973,10,A,0.16,2418796.0,0.1089,0.0023,1.116,254.27,1.43,7.74,364388.93
1973,10,B,0.2,5029626.72,0.1331,0.0085,1.603,219.36,0.85,1.63,66487.46
1973,10,C,0.28,21162307.01,0.1214,0.0346,0.932,142.13,7.03,1.48,240469.49
1973,10,D,0.22,17559125.76,0.1481,0.0127,0.611,164.35,2.06,8.08,141377.24
1973,11,A,0.17,1457599.56,0.1501,0.0035,1.13,291.72,1.15,6.98,324142.77
1973,11,B,0.21,6051231.82,0.1431,0.0121,1.613,264.73,0.92,1.62,50547.32
1973,11,C,0.29,23812895.95,0.162,0.0416,0.942,195.99,5.02,0.96,123633.76
1973,11,D,0.26,19993663.98,0.1797,0.0102,0.638,98.29,2.35,4.41,95898.85
1973,12,A,0.24,1457606.39,0.1601,0.0025,1.14,197.08,0.81,8.74,224703.33
1973,12,B,0.28,4567214.79,0.1531,0.0065,1.623,346.45,0.85,0.87,37870.61
1973,12,C,0.3,17085887.11,0.172,0.0359,0.952,170.29,4.87,0.92,120892.49
1973,12,D,0.27,22699324.12,0.2187,0.0142,0.648,127.15,2.59,2.22,113700.91
1974,1,A,0.06,11985983.79,0.0189,0.0082,1.01,517.03,6.64,8.16,161265.98
1974,1,B,0.11,3512667.03,0.022,0.014,1.51,1059.52,4.95,10.17,189268.55
1974,1,C,0.16,10363952.62,0.0202,0.024,0.81,1552.13,8.61,18.48,219381.41
1974,1,D,0.11,2036787.58,0.0298,0.0126,0.51,1317.48,6.28,15.4,241251.64
1974,2,A,0.07,10818015.91,0.0289,0.0057,1.02,349.36,8.26,10.17,159427.58
1974,2,B,0.12,4417008.15,0.032,0.0191,1.52,1572.35,4.53,6.08,132038.31
1974,2,C,0.17,6549634.5,0.0302,0.0292,0.82,1894.12,11.1,20.0,161411.62
1974,2,D,0.12,2104343.5,0.0398,0.0159,0.52,1276.5,8.14,9.7,257514.51
1974,3,A,0.08,11103141.05,0.0389,0.0084,1.03,484.18,7.47,11.29,218123.52
1974,3,B,0.13,5140189.34,0.042,0.0159,1.53,2091.12,4.9,3.74,105339.52
1974,3,C,0.18,4648639.54,0.0402,0.0263,0.83,2295.67,13.98,13.97,83859.73
1974,3,D,0.13,1881763.65,0.0498,0.0185,0.531,1898.86,4.22,7.22,302013.58
1974,4,A,0.09,13236182.34,0.0489,0.0101,1.04,319.61,9.06,10.95,175317.27
1974,4,B,0.14,4275851.1,0.0603,0.0232,1.54,1379.57,6.35,4.52,112576.82
1974,4,C,0.19,2583244.54,0.0502,0.0202,0.84,2549.69,9.5,17.85,47927.23
1974,4,D,0.15,2454267.21,0.0598,0.0202,0.541,1315.78,2.27,7.88,387822.36
1974,5,A,0.1,8559603.55,0.0732,0.0053,1.053,421.83,9.49,13.59,246069.78
1974,5,B,0.15,6293558.58,0.0752,0.0277,1.552,1331.07,6.12,3.25,77086.91
1974,5,C,0.2,1332491.06,0.0602,0.011,0.85,1715.77,9.83,11.21,60911.5
1974,5,D,0.16,1854803.48,0.0796,0.0167,0.556,1533.67,2.36,7.19,447071.74
1974,6,A,0.11,12718642.55,0.0832,0.0039,1.063,237.74,12.24,11.61,204738.13
1974,6,B,0.16,7839552.44,0.0882,0.0174,1.562,1586.47,3.45,2.8,48793.86
1974,6,C,0.21,1890771.43,0.0702,0.0153,0.86,2476.52,10.22,10.53,90634.91
1974,6,D,0.19,2213997.89,0.0959,0.0192,0.571,800.52,2.73,5.23,510021.68
1974,7,A,0.15,8965159.39,0.1125,0.0031,1.084,321.69,15.18,11.17,110871.07
1974,7,B,0.17,9538685.33,0.0982,0.0194,1.586,2175.89,2.68,1.51,40614.38
1974,7,C,0.22,1935120.59,0.0802,0.008,0.87,1282.45,6.03,6.25,79443.6
1974,7,D,0.2,1931500.53,0.1125,0.0213,0.581,990.75,3.17,3.73,553669.67
1974,8,A,0.16,7211664.63,0.1225,0.0026,1.095,220.83,8.21,9.4,109969.76
1974,8,B,0.18,5100667.94,0.1222,0.0199,1.596,2038.36,2.83,1.78,29168.73
1974,8,C,0.26,1846150.9,0.0902,0.0084,0.88,1887.1,3.33,4.87,113644.78
1974,8,D,0.21,1794909.93,0.1225,0.0288,0.599,1454.25,2.81,3.6,828926.92
1974,9,A,0.2,4561427.96,0.1828,0.0023,1.105,176.43,8.19,6.86,163466.22
1974,9,B,0.23,5765270.38,0.1374,0.0117,1.606,2121.62,1.64,1.36,41325.74
1974,9,C,0.27,2409941.4,0.1002,0.0045,0.893,1887.23,3.16,5.94,106506.9
1974,9,D,0.22,2657887.09,0.1325,0.027,0.609,1183.88,2.79,2.61,761903.5
1974,10,A,0.23,6618016.76,0.1928,0.0023,1.115,128.91,7.09,7.82,143374.64
1974,10,B,0.26,5396399.51,0.1474,0.0172,1.616,1809.82,1.57,1.23,48323.32
1974,10,C,0.3,3578445.39,0.1102,0.0025,0.911,2247.13,2.54,7.49,155405.03
1974,10,D,0.23,3727573.15,0.1425,0.0314,0.619,1284.7,2.12,2.48,469698.66
1974,11,A,0.24,9516259.57,0.2028,0.002,1.125,135.41,4.02,9.02,133945.05
1974,11,B,0.27,7752296.93,0.1848,0.0237,1.626,2327.08,0.87,0.62,53394.68
1974,11,C,0.34,5113486.46,0.1355,0.0037,0.921,1575.88,2.26,9.64,80596.94
1974,11,D,0.24,2644816.77,0.1976,0.0451,0.629,868.64,2.32,1.91,439133.45
1974,12,A,0.25,11856907.24,0.2932,0.0015,1.135,91.46,3.66,8.54,194437.03
1974,12,B,0.28,9467728.12,0.1948,0.0312,1.636,3376.45,0.59,0.79,76002.69
1974,12,C,0.35,3054587.87,0.2018,0.0035,0.931,2011.88,2.71,6.26,54477.5
1974,12,D,0.31,3104436.83,0.2355,0.0383,0.639,586.37,2.79,2.02,559882.87
1975,1,A,0.06,7040286.9,0.0189,0.0066,1.01,1377.8,7.13,9.01,181964.55
1975,1,B,0.11,1506003.84,0.022,0.0222,1.51,469.5,4.42,7.94,92562.21
1975,1,C,0.16,4245779.81,0.0202,0.0216,0.81,1045.68,11.1,18.71,221641.95
1975,1,D,0.11,3037497.52,0.0298,0.0159,0.51,1086.93,9.68,14.42,134373.28
1975,2,A,0.07,5206744.26,0.0289,0.0087,1.02,1697.35,6.55,9.34,163815.85
1975,2,B,0.12,1030731.38,0.032,0.0139,1.52,441.11,3.56,8.55,134634.02
1975,2,C,0.17,2971881.82,0.0302,0.0305,0.82,1369.31,8.52,10.33,202460.95
1975,2,D,0.12,3265185.35,0.0398,0.0141,0.52,642.84,12.18,10.51,143843.93
